housing_median_age,population,households,median_income,median_house_value,rooms_per_household,bedrooms_per_household,NEAR BAY,<1H OCEAN,INLAND,ISLAND,NEAR OCEAN
28,2164,746,5,258000,5.434316354,0.954423592,0,1,0,0,0
20,2795,872,9.6047,500001,8.467889908,0.969036697,0,1,0,0,0
20,3562,1054,7.167,357100,7.728652751,1.073055028,0,1,0,0,0
17,2337,882,6.0137,375900,6.129251701,1.014739229,0,1,0,0,0
9,1884,915,4.8333,277200,5.201092896,1.009836066,0,1,0,0,0
15,4178,1581,6.3249,262100,6.869070209,1.045540797,0,1,0,0,0
18,3010,1034,5.6392,271500,5.951644101,1.034816248,0,1,0,0,0
16,3903,1451,5.5111,276600,5.716747071,1.037904893,0,1,0,0,0
18,670,205,6.5146,277600,6.712195122,1.097560976,0,1,0,0,0
25,1166,439,6.8643,333700,6.291571754,0.933940774,0,1,0,0,0
18,263,110,6.1288,350000,8.154545455,1.290909091,0,1,0,0,0
26,1724,530,6.1419,327300,7.032075472,1.079245283,0,1,0,0,0
24,2474,780,7.3252,333700,6.738461538,0.971794872,0,1,0,0,0
19,5005,2194,3.2564,230300,4.041020966,1.073381951,0,1,0,0,0
17,4459,1463,3.0347,254500,4.505809979,1.042378674,0,1,0,0,0
31,697,242,8.565,500001,8.107438017,1.004132231,0,1,0,0,0
23,1208,378,8.1714,500001,7.883597884,0.957671958,0,1,0,0,0
34,2239,778,5.6149,273100,6.552699229,1,0,1,0,0,0
26,1529,590,3.2426,236900,5.489830508,1.096610169,0,1,0,0,0
15,4992,2225,3.6231,193300,4.366741573,1.072808989,0,1,0,0,0
20,1945,609,8.7471,419900,7.683087028,1,0,1,0,0,0
23,2119,725,5.521,280800,6.735172414,1.060689655,0,1,0,0,0
36,1710,539,5.5126,248400,5.964749536,0.981447124,0,1,0,0,0
36,1242,454,4.6944,221800,5.299559471,0.95154185,0,1,0,0,0
22,1746,585,4.9676,221900,5.598290598,1.107692308,0,1,0,0,0
29,2037,727,4.1023,230200,5.374140303,1.063273728,0,1,0,0,0
14,2676,1128,3.4091,168800,3.906914894,1.071808511,0,1,0,0,0
35,1019,340,4.8929,234900,5.638235294,0.923529412,0,1,0,0,0
35,950,340,4.875,230400,5.791176471,0.997058824,0,1,0,0,0
17,3056,1347,4.0077,229000,4.465478842,1.086859688,0,1,0,0,0
24,1514,549,8.8612,500001,7.901639344,1.016393443,0,1,0,0,0
31,1986,657,8.6454,483500,8.062404871,1.01065449,0,1,0,0,0
36,1190,423,7.2772,477200,7.858156028,1.059101655,0,1,0,0,0
6,2295,876,3.0926,418500,3.673515982,1.083333333,0,1,0,0,0
35,735,219,8.3841,472200,6.716894977,0.95890411,0,1,0,0,0
20,2957,1509,3.3892,323100,4.195493704,1.018555335,0,1,0,0,0
24,2360,1083,3.0977,264000,4.276084949,1.074792244,0,1,0,0,0
24,3018,644,2.9076,275300,4.220496894,1.116459627,0,1,0,0,0
35,1690,574,4.375,232900,5.961672474,1.047038328,0,1,0,0,0
27,1065,528,3.2404,230400,4.035984848,1.028409091,0,1,0,0,0
26,1191,401,6.2788,322200,6.581047382,0.942643392,0,1,0,0,0
21,2230,1016,4.3458,407500,5.660433071,1.06496063,0,1,0,0,0
25,4579,1010,2.8727,245100,4.365346535,1.007920792,0,1,0,0,0
27,2252,850,4.7926,454400,5.388235294,1.08,0,1,0,0,0
21,2891,1031,3.2289,318100,4.478176528,1.067895247,0,1,0,0,0
32,2675,941,3.0321,240000,4.292242295,1.045696068,0,1,0,0,0
34,1299,497,3.6187,211600,4.412474849,1.032193159,0,1,0,0,0
29,1318,333,4.125,241400,5.264264264,1.027027027,0,1,0,0,0
34,1207,380,5.2801,212300,5.510526316,1,0,1,0,0,0
11,2783,1034,3.8583,170700,5.186653772,1.121856867,0,1,0,0,0
21,1330,456,4.5417,238900,5.903508772,1.046052632,0,1,0,0,0
19,1855,621,2.3111,255400,3.872785829,1.064412238,0,1,0,0,0
32,1285,414,6.6537,267600,6.330917874,0.995169082,0,1,0,0,0
30,1335,458,5.0232,253900,6.268558952,1.026200873,0,1,0,0,0
35,1224,445,5.2939,244200,6.083146067,1.002247191,0,1,0,0,0
34,917,307,6.0965,262300,6.42019544,1.029315961,0,1,0,0,0
32,969,331,4.8164,241100,7.048338369,1.175226586,0,1,0,0,0
32,1040,344,6.155,257300,7.00872093,1.104651163,0,1,0,0,0
34,1114,423,5.9401,315300,6.226950355,0.973995272,0,1,0,0,0
26,1590,586,4.5167,319000,5.259385666,0.9778157,0,1,0,0,0
32,2040,693,5.2668,242300,6.31024531,0.985569986,0,1,0,0,0
30,899,288,5.0325,238200,6.097222222,1.090277778,0,1,0,0,0
22,9135,2452,2.5008,160000,3.405383361,1.108075041,0,1,0,0,0
35,919,297,4.7583,258600,6.609427609,1.043771044,0,1,0,0,0
30,761,292,6.5268,273100,6.034246575,0.900684932,0,1,0,0,0
29,1752,650,4.5484,239900,5.16,1.087692308,0,1,0,0,0
20,5349,1377,2.7121,169400,3.347131445,1.088598402,0,1,0,0,0
16,4718,1632,3.0187,154600,3.883578431,1.083333333,0,1,0,0,0
38,1023,241,3.4514,151900,3.821576763,0.991701245,0,1,0,0,0
36,775,218,4.7228,183800,5.417431193,1.009174312,0,1,0,0,0
36,1221,296,4.0208,171400,5.027027027,1.057432432,0,1,0,0,0
35,1025,286,4.5833,177200,5.269230769,0.982517483,0,1,0,0,0
35,753,185,4.5909,179200,5.545945946,1.054054054,0,1,0,0,0
38,402,100,3.125,175900,4.9,1.01,0,1,0,0,0
34,949,212,4.0792,165100,5.198113208,1,0,1,0,0,0
28,1377,293,3.9167,153900,3.675767918,0.982935154,0,1,0,0,0
32,2318,532,3.6384,159300,4.573308271,1.039473684,0,1,0,0,0
34,433,83,5.5124,174300,3.915662651,0.722891566,0,1,0,0,0
35,1481,351,3.7,176000,4.50997151,0.923076923,0,1,0,0,0
21,1803,497,3.9833,162500,4.311871227,1.136820926,0,1,0,0,0
11,7096,2038,3.5082,136500,4.442100098,1.076054956,0,1,0,0,0
15,4620,1581,2.3584,157600,3.629348514,1.117647059,0,1,0,0,0
7,2343,647,3.0865,205900,5.098918083,1.227202473,0,1,0,0,0
33,1038,236,4.8958,173700,4.75,0.978813559,0,1,0,0,0
35,995,272,3.7143,178700,5.205882353,0.959558824,0,1,0,0,0
35,1112,288,4.4688,182500,5.166666667,1.017361111,0,1,0,0,0
36,1225,307,4.095,184000,5.407166124,0.980456026,0,1,0,0,0
35,1531,399,3.725,178200,5.874686717,1.090225564,0,1,0,0,0
33,1567,446,5.6629,186700,5.556053812,1.024663677,0,1,0,0,0
29,1234,310,5.3767,233000,5.829032258,1.041935484,0,1,0,0,0
35,1286,385,4.4432,181500,5.322077922,1.012987013,0,1,0,0,0
36,896,246,4.6827,183800,5.605691057,1.077235772,0,1,0,0,0
34,1011,288,4.5375,189000,5.381944444,0.96875,0,1,0,0,0
35,720,231,3.4013,176500,5.303030303,0.987012987,0,1,0,0,0
37,1061,356,3.9615,173700,4.879213483,1.036516854,0,1,0,0,0
37,987,233,4.0057,172700,5.489270386,1.034334764,0,1,0,0,0
36,1099,353,4.0368,183100,4.900849858,1.09631728,0,1,0,0,0
34,1080,340,3.66,184600,4.670588235,1.058823529,0,1,0,0,0
41,664,223,3.8083,183800,4.618834081,0.959641256,0,1,0,0,0
39,913,314,3.325,178200,4.869426752,1.095541401,0,1,0,0,0
43,1418,442,4.5278,181800,5.106334842,0.970588235,0,1,0,0,0
35,2222,566,2.6299,170700,4.042402827,1.090106007,0,1,0,0,0
39,998,309,3.9625,168200,4.854368932,1.077669903,0,1,0,0,0
31,2397,579,2.871,184400,3.552677029,1.037996546,0,1,0,0,0
24,4625,1097,2.0699,183000,3.137648131,1.064721969,0,1,0,0,0
25,3781,1267,2.5833,183700,3.467245462,1.08050513,0,1,0,0,0
8,1803,695,2.7714,185700,3.753956835,1.130935252,0,1,0,0,0
19,7307,2660,2.585,145400,3.722556391,1.057894737,0,1,0,0,0
36,718,248,3.4612,178800,4.802419355,1.072580645,0,1,0,0,0
37,1011,343,4.8703,185100,4.854227405,0.976676385,0,1,0,0,0
41,1014,322,2.875,168600,4.472049689,1.00931677,0,1,0,0,0
41,1159,378,2.825,168600,4.185185185,1.055555556,0,1,0,0,0
34,1447,455,4.2656,233700,5.054945055,0.942857143,0,1,0,0,0
17,2636,1054,2.425,175500,3.479127135,1.147058824,0,1,0,0,0
36,774,306,3.6618,187300,4.483660131,0.964052288,0,1,0,0,0
43,729,230,3.6442,186300,5.304347826,0.965217391,0,1,0,0,0
30,1753,506,2.9803,191500,4.847826087,1.075098814,0,1,0,0,0
35,1594,446,4.0167,193200,4.966367713,1.029147982,0,1,0,0,0
45,554,187,4.8194,181300,5.197860963,0.967914439,0,1,0,0,0
36,1556,491,3.6591,183800,5.207739308,1.099796334,0,1,0,0,0
37,889,274,4.0049,190000,5.124087591,0.97080292,0,1,0,0,0
38,513,170,4.8816,231500,5.782352941,1.088235294,0,1,0,0,0
40,594,236,4.1121,229200,5.436440678,1.042372881,0,1,0,0,0
32,1177,311,3.6,164600,4.643086817,1.019292605,0,1,0,0,0
17,1671,448,3.5521,151500,3.988839286,1.033482143,0,1,0,0,0
38,63,29,1.3594,158300,4.310344828,1.448275862,0,1,0,0,0
35,1850,503,4.775,179500,5.073558648,1.083499006,0,1,0,0,0
18,3001,795,3.0083,181900,4.283018868,1.045283019,0,1,0,0,0
43,1184,320,2.1518,161600,3.728125,0.934375,0,1,0,0,0
36,1414,337,4.1181,172700,4.87537092,1.035608309,0,1,0,0,0
35,1577,524,5.35,210500,5.400763359,0.988549618,0,1,0,0,0
35,897,267,5.592,239900,6.700374532,1.093632959,0,1,0,0,0
40,533,155,3.695,165200,4.593548387,0.961290323,0,1,0,0,0
35,1277,345,5.0818,186800,5.188405797,0.968115942,0,1,0,0,0
32,1516,432,3.6845,178500,4.326388889,1.020833333,0,1,0,0,0
14,2729,803,2.6667,172400,3.495641345,1.080946451,0,1,0,0,0
20,864,318,2.375,177700,3.698113208,1.081761006,0,1,0,0,0
35,1295,300,3.7708,170600,4.893333333,1.01,0,1,0,0,0
33,1665,466,3.0833,179100,4.251072961,1.038626609,0,1,0,0,0
34,1938,568,4.1857,198600,5.288732394,1.036971831,0,1,0,0,0
29,1636,540,5.1586,237400,5.357407407,1.005555556,0,1,0,0,0
34,66,33,1,187500,4.878787879,1.454545455,0,1,0,0,0
34,1064,274,5.6687,207300,5.587591241,1.01459854,0,1,0,0,0
36,1181,303,3.1563,176400,4.594059406,1.075907591,0,1,0,0,0
36,1939,484,4.2875,176600,4.297520661,0.940082645,0,1,0,0,0
34,2164,484,3.7143,175700,4.694214876,1.152892562,0,1,0,0,0
11,1989,530,2.9028,174100,4.013207547,1.096226415,0,1,0,0,0
32,348,102,2.2679,150000,3.549019608,0.980392157,0,1,0,0,0
15,1994,670,2.8333,183200,3.708955224,1.107462687,0,1,0,0,0
37,1545,351,3.7663,160300,4.307692308,0.991452991,0,1,0,0,0
41,1668,389,3.025,154300,4.010282776,0.961439589,0,1,0,0,0
41,198,50,1.8929,152900,6.74,1.3,0,1,0,0,0
42,730,158,3.8,169500,4.525316456,0.917721519,0,1,0,0,0
23,3911,1068,3.0125,181700,3.874531835,1.096441948,0,1,0,0,0
17,3950,973,2.0348,177200,2.665981501,1.056526208,0,1,0,0,0
33,1990,423,3.7455,159600,4.808510638,1.111111111,0,1,0,0,0
34,2488,597,2.9861,171800,3.683417085,1.020100503,0,1,0,0,0
38,1798,405,2.3182,171200,3.365432099,0.975308642,0,1,0,0,0
33,1378,306,2.8917,170400,4.699346405,1.009803922,0,1,0,0,0
11,1512,664,4.1445,176400,4.399096386,1.031626506,0,1,0,0,0
34,995,386,2.9583,188700,3.810880829,1.095854922,0,1,0,0,0
36,1934,599,2.8784,194900,3.7278798,1.010016694,0,1,0,0,0
33,1345,500,3.1629,198900,3.658,1.024,0,1,0,0,0
19,2203,705,2.6696,185100,4.09929078,1.164539007,0,1,0,0,0
41,1439,461,3.0491,192000,4.338394794,1.052060738,0,1,0,0,0
23,2555,657,2.0968,162500,2.853881279,1.080669711,0,1,0,0,0
19,3483,731,2.2234,181300,2.752393981,1.001367989,0,1,0,0,0
41,2751,836,2.1,171600,3.497607656,1.03708134,0,1,0,0,0
37,1667,404,2.4375,176300,3.54950495,0.975247525,0,1,0,0,0
32,1044,248,2.4306,187500,4.004032258,1.149193548,0,1,0,0,0
13,3351,1200,3.6875,211900,4.049166667,1.0775,0,1,0,0,0
37,587,230,3.625,181300,4.060869565,1.004347826,0,1,0,0,0
30,1987,609,2.8424,226400,3.927750411,1.075533662,0,1,0,0,0
35,1483,574,3.0395,191300,3.797909408,1.043554007,0,1,0,0,0
39,612,247,4.1429,200000,4.732793522,0.979757085,0,1,0,0,0
32,2209,610,3.5164,217200,4.481967213,1.072131148,0,1,0,0,0
24,2850,839,1.9549,221500,3.752085816,1.082240763,0,1,0,0,0
42,450,148,3.9792,193800,5.263513514,0.97972973,0,1,0,0,0
34,1997,573,3.338,222500,4.57591623,0.998254799,0,1,0,0,0
27,3403,948,2.2377,231700,3.376582278,1.023206751,0,1,0,0,0
28,2240,737,3.0221,290100,4.594301221,0.590230665,0,1,0,0,0
33,2318,775,2.2589,269700,4.326451613,1.019354839,0,1,0,0,0
33,2281,786,2.6165,230800,4.179389313,1.055979644,0,1,0,0,0
27,2022,812,3.1551,225600,4.630541872,1.083743842,0,1,0,0,0
31,1626,637,3.6745,335500,4.532182104,1.014128728,0,1,0,0,0
30,856,333,3.3594,202200,3.972972973,1.06006006,0,1,0,0,0
33,1546,597,3.9099,267500,4.551088777,1.108877722,0,1,0,0,0
31,1102,507,3.8906,282200,4.767258383,1.00591716,0,1,0,0,0
40,449,166,5.7143,382400,6.102409639,0.903614458,0,1,0,0,0
45,595,228,3.6625,190700,4.850877193,0.986842105,0,1,0,0,0
43,966,323,4.7171,237900,5.696594427,1.102167183,0,1,0,0,0
30,1052,496,3.0119,262200,4.048387097,1.034274194,0,1,0,0,0
37,939,400,2.8021,224600,4.9825,1.0625,0,1,0,0,0
30,306,129,4.1125,216700,4.03875969,0.976744186,0,1,0,0,0
35,862,368,3.6007,261800,4.432065217,0.967391304,0,1,0,0,0
32,1912,791,3.5711,312700,4.707964602,1.13653603,0,1,0,0,0
27,1891,871,3.4013,286000,4.119402985,1.045924225,0,1,0,0,0
25,2454,876,2.9982,204200,4.331050228,1.128995434,0,1,0,0,0
42,985,414,2.9327,240200,4.72705314,0.939613527,0,1,0,0,0
26,1599,773,3.3516,241500,4.327296248,1.058214748,0,1,0,0,0
44,220,112,3.3906,223800,4.258928571,0.8125,0,1,0,0,0
36,627,191,2.4167,192900,4.732984293,1,0,1,0,0,0
45,471,228,2.3333,364700,5.157894737,1.096491228,0,1,0,0,0
35,501,262,3.8056,384700,5.167938931,1.083969466,0,1,0,0,0
34,1150,551,4.2989,364700,4.787658802,1.052631579,0,1,0,0,0
32,1159,510,6.3703,465800,6,0.990196078,0,1,0,0,0
35,879,402,4.692,330900,5.042288557,1.064676617,0,1,0,0,0
42,950,302,2.7379,181500,4.331125828,0.956953642,0,1,0,0,0
40,1396,526,3.0061,190800,3.952471483,1.079847909,0,1,0,0,0
27,3847,1432,2.1449,165300,3.375698324,1.066340782,0,1,0,0,0
24,2251,574,2.4792,200000,3.454703833,1.134146341,0,1,0,0,0
33,739,392,2.8208,238500,4.051020408,1.158163265,0,1,0,0,0
40,835,385,3.6563,222400,4.405194805,0.966233766,0,1,0,0,0
36,1217,374,2.9728,190200,4.299465241,0.997326203,0,1,0,0,0
42,643,252,3.3958,178400,4.523809524,1.19047619,0,1,0,0,0
44,473,179,3.3125,186400,5.033519553,1,0,1,0,0,0
30,736,258,1.9866,177400,3.786821705,1.023255814,0,1,0,0,0
35,2106,746,2.9228,177300,3.95308311,1.064343164,0,1,0,0,0
32,3129,1010,2.5603,174200,3.517821782,1.04950495,0,1,0,0,0
31,1119,334,2.3056,200000,3.320359281,1.05988024,0,1,0,0,0
31,1584,466,2.5234,199500,4.160944206,1.083690987,0,1,0,0,0
42,1349,427,3.2596,191800,4.011709602,0.974238876,0,1,0,0,0
35,1631,614,3.9038,276100,4.535830619,1.07980456,0,1,0,0,0
27,1382,615,3.875,366100,5.328455285,1.053658537,0,1,0,0,0
35,882,406,4.375,291700,4.86453202,0.945812808,0,1,0,0,0
32,1573,621,3.4449,292900,5.156199678,1.120772947,0,1,0,0,0
35,1130,485,5.451,341800,6.024742268,1.045360825,0,1,0,0,0
37,794,340,5.9275,336900,5.829411765,0.973529412,0,1,0,0,0
34,1139,463,4.0347,353600,5.311015119,1.056155508,0,1,0,0,0
41,850,490,3.4208,343400,4.183673469,0.975510204,0,1,0,0,0
40,452,187,4.569,333900,6.064171123,0.983957219,0,1,0,0,0
27,1073,535,5.1496,365000,5.224299065,1.125233645,0,1,0,0,0
31,914,370,6.1359,359700,6.040540541,0.981081081,0,1,0,0,0
28,1963,961,3.9028,367900,4.853277836,1.082206035,0,1,0,0,0
14,372,130,4.1875,275000,4.438461538,1.153846154,0,1,0,0,0
25,1201,545,3.6641,386100,5.080733945,1.03853211,0,1,0,0,0
24,2421,1180,2.2652,269200,3.765254237,1.087288136,0,1,0,0,0
24,2945,1492,3.3545,221500,4.254021448,0.29155496,0,1,0,0,0
28,1351,697,3.2052,283600,4.00286944,1.073170732,0,1,0,0,0
26,2806,1491,3.1929,265200,4.311871227,1.080482897,0,1,0,0,0
46,603,283,5.1169,414300,5.590106007,0.985865724,0,1,0,0,0
37,547,258,5.1584,444700,5.379844961,1.108527132,0,1,0,0,0
30,1359,557,2.7708,192300,3.619389587,1.116696589,0,1,0,0,0
46,1055,585,3.3177,309400,4.45982906,1.013675214,0,1,0,0,0
31,944,474,3.7312,319400,4.635021097,1.056962025,0,1,0,0,0
44,1543,528,2.3851,194100,4.346590909,1.060606061,0,1,0,0,0
15,2683,857,2.3784,185400,3.882147025,1.179696616,0,1,0,0,0
42,377,181,2.4107,184400,3.314917127,0.944751381,0,1,0,0,0
10,1438,429,2.2756,221400,3.335664336,1.102564103,0,1,0,0,0
6,542,321,0.8198,325000,2.660436137,1.090342679,0,1,0,0,0
6,3298,1790,2.7231,250000,3.645810056,1.12122905,0,1,0,0,0
10,1373,680,3.6128,225000,3.832352941,1.1,0,1,0,0,0
25,1054,578,3.6375,262500,4.238754325,1.069204152,0,1,0,0,0
40,774,352,4.4122,282300,5.605113636,1.085227273,0,1,0,0,0
43,1510,670,2.4835,274300,4.253731343,1.058208955,0,1,0,0,0
32,989,493,4.0764,325000,4.979716024,1.127789047,0,1,0,0,0
17,1808,1041,3.5051,232400,3.986551393,1.102785783,0,1,0,0,0
11,1659,789,3.1106,209400,3.676806084,1.103929024,0,1,0,0,0
45,822,342,5.1423,322900,5.131578947,0.979532164,0,1,0,0,0
42,862,429,4.3542,417900,5.370629371,1.03030303,0,1,0,0,0
35,783,402,4.1544,500001,5.584577114,0.97761194,0,1,0,0,0
20,2824,1053,2.773,140500,3.884140551,1.20702754,0,1,0,0,0
26,1955,640,4.125,226500,4.4796875,1.0484375,0,1,0,0,0
28,1198,417,2.9219,241300,4.153477218,1.043165468,0,1,0,0,0
20,4031,1369,3.2448,221200,4.204528853,1.078889701,0,1,0,0,0
30,2172,707,2.1888,195600,3.297029703,1.036775106,0,1,0,0,0
19,2657,1090,2.9688,202100,3.363302752,1.055045872,0,1,0,0,0
13,1867,802,3.5255,202700,3.648379052,1.017456359,0,1,0,0,0
7,1456,535,3.5,186900,3.889719626,1.228037383,0,1,0,0,0
34,1805,584,2.9735,220000,4.301369863,1.032534247,0,1,0,0,0
20,2475,1002,2.9025,229100,3.931137725,1.140718563,0,1,0,0,0
25,2077,649,3.3864,197400,4.43605547,1.114021572,0,1,0,0,0
26,1545,513,2.8974,189900,3.951267057,1.089668616,0,1,0,0,0
22,3618,1092,2.1974,93800,3.141025641,1.111721612,0,1,0,0,0
25,746,420,1.3565,225000,2.692857143,1.069047619,0,1,0,0,0
23,1809,553,3.1667,202000,3.773960217,1.032549729,0,1,0,0,0
35,515,202,5.2118,215800,5.49009901,1.01980198,0,1,0,0,0
34,938,305,3.915,217700,5.301639344,1.127868852,0,1,0,0,0
12,2258,967,2.4375,255400,3.961737332,1.119958635,0,1,0,0,0
23,2249,777,2.6957,191700,3.667953668,1.111969112,0,1,0,0,0
20,3809,1381,2.8646,221100,4.126719768,1.154236061,0,1,0,0,0
36,1132,423,3.8833,210400,4.865248227,1,0,1,0,0,0
25,2723,1195,2.7118,281700,3.841004184,1.235983264,0,1,0,0,0
33,2113,843,3.892,292900,4.601423488,1.118623962,0,1,0,0,0
27,1039,455,2.5562,190500,3.454945055,0.989010989,0,1,0,0,0
18,2099,742,2.5842,230800,3.677897574,1.078167116,0,1,0,0,0
22,2519,1258,3.0893,205600,3.859300477,1.073131955,0,1,0,0,0
37,739,253,2.4667,192200,4.241106719,1.003952569,0,1,0,0,0
20,4826,1632,2.7237,233500,3.671568627,1.115196078,0,1,0,0,0
35,779,309,6.1142,256300,4.825242718,0.954692557,0,1,0,0,0
29,1942,679,3.1118,238100,4.493372607,1.022091311,0,1,0,0,0
36,1544,554,2.7375,234900,4.870036101,1.124548736,0,1,0,0,0
35,1628,495,2.5197,225600,3.468686869,0.965656566,0,1,0,0,0
17,2517,889,2.936,232500,3.300337458,1.068616423,0,1,0,0,0
27,1827,712,4.125,245500,4.831460674,1.037921348,0,1,0,0,0
37,983,347,5,243600,4.368876081,0.991354467,0,1,0,0,0
19,2278,835,2.6709,215500,4.176047904,1.148502994,0,1,0,0,0
29,1143,438,2.4583,199100,3.650684932,1.047945205,0,1,0,0,0
22,1254,572,2.6364,271100,3.587412587,0.993006993,0,1,0,0,0
36,1206,528,2.2326,221000,3.933712121,0.939393939,0,1,0,0,0
11,2166,768,2.891,178100,3.764322917,1.23828125,0,1,0,0,0
17,2423,556,2.1977,154200,2.78057554,1.064748201,0,1,0,0,0
11,2466,855,2.2264,181300,2.899415205,1.052631579,0,1,0,0,0
22,3350,713,2.0192,158300,3.528751753,1.158485273,0,1,0,0,0
27,2038,718,3.0877,174200,3.596100279,1.001392758,0,1,0,0,0
41,495,196,5.0929,225000,5.632653061,1,0,1,0,0,0
39,839,380,3.7171,228800,4.763157895,1.021052632,0,1,0,0,0
34,861,417,3.6875,246400,4.419664269,1.059952038,0,1,0,0,0
33,844,397,4.5081,251400,4.511335013,0.972292191,0,1,0,0,0
35,1336,419,3.4583,253200,4.341288783,1.109785203,0,1,0,0,0
35,550,256,2.2461,215000,3.796875,1.0546875,0,1,0,0,0
25,1941,958,3.8081,286700,5.183716075,1.183716075,0,1,0,0,0
33,1021,450,3.6019,225000,4.615555556,1.08,0,1,0,0,0
25,2328,1017,2.6238,210000,3.765978368,1.086529007,0,1,0,0,0
33,1056,391,4.375,286100,5.439897698,1.058823529,0,1,0,0,0
33,933,412,2.6979,266000,4.075242718,0.980582524,0,1,0,0,0
34,906,429,4.4464,353100,5.081585082,0.988344988,0,1,0,0,0
42,284,113,11.2093,500001,6.876106195,0.902654867,0,1,0,0,0
29,1085,599,3.2763,279400,4.482470785,1.071786311,0,1,0,0,0
34,1233,476,4.0474,379700,5.508403361,0.981092437,0,1,0,0,0
35,1362,623,4.1218,328500,4.943820225,1.030497592,0,1,0,0,0
33,580,311,4.0391,337500,5.196141479,1.035369775,0,1,0,0,0
22,2237,1220,3.7105,272600,4.083606557,1.113114754,0,1,0,0,0
21,996,470,3.2386,277300,4.578723404,1.121276596,0,1,0,0,0
33,1388,658,4.3333,261300,4.711246201,1.044072948,0,1,0,0,0
24,1463,620,4.1875,309300,4.538709677,1.088709677,0,1,0,0,0
22,2620,1610,3.1478,273700,4.165838509,1.078881988,0,1,0,0,0
33,1035,492,4.475,314800,5.170731707,1.016260163,0,1,0,0,0
28,1173,545,4.4423,280400,5.128440367,1.141284404,0,1,0,0,0
26,1098,540,4.3839,299100,4.718518519,1.198148148,0,1,0,0,0
22,4876,1697,2.875,227100,3.573364761,1.0760165,0,1,0,0,0
32,1596,547,3.9886,199200,4.740402194,1.034734918,0,1,0,0,0
35,1000,309,4.6731,224100,5.385113269,0.970873786,0,1,0,0,0
37,1012,366,4.1597,201600,4.371584699,0.953551913,0,1,0,0,0
33,1242,419,4.1319,203700,5.262529833,1.081145585,0,1,0,0,0
36,1334,472,4.3462,222100,5.919491525,1.108050847,0,1,0,0,0
36,629,245,4.9643,236100,5.118367347,0.934693878,0,1,0,0,0
36,817,308,5.5675,215900,5.376623377,1.006493506,0,1,0,0,0
36,1156,392,4.185,209200,4.979591837,0.987244898,0,1,0,0,0
36,1064,398,4.7,223600,6.020100503,1.057788945,0,1,0,0,0
36,766,272,4.8646,213200,5.488970588,1.047794118,0,1,0,0,0
35,959,226,5.0282,195400,5.64159292,0.982300885,0,1,0,0,0
35,1052,248,5.5209,203300,6.532258065,1.096774194,0,1,0,0,0
36,1490,427,4.3261,206700,5.606557377,0.992974239,0,1,0,0,0
34,762,282,5.1265,211000,5.897163121,1.060283688,0,1,0,0,0
29,2630,867,4.6607,199800,4.730103806,0.979238754,0,1,0,0,0
18,1855,725,2.9389,213200,4.308965517,1.097931034,0,1,0,0,0
35,1427,434,5.0623,246400,5.97235023,1.129032258,0,1,0,0,0
35,1041,317,4.4271,205100,5.813880126,1.03785489,0,1,0,0,0
36,788,248,3.5333,196800,5.185483871,0.975806452,0,1,0,0,0
34,819,306,4.3194,197000,5.225490196,0.960784314,0,1,0,0,0
33,2097,810,3.8247,208700,4.827160494,1.034567901,0,1,0,0,0
13,4126,1773,3.7313,189800,4.696559504,1.0428652,0,1,0,0,0
35,1757,581,4.3571,199800,4.975903614,1.022375215,0,1,0,0,0
33,2118,763,3.225,205300,4.285714286,1.072083879,0,1,0,0,0
35,807,311,4.5125,200300,5.363344051,1.067524116,0,1,0,0,0
35,850,330,4.1806,209000,4.890909091,0.933333333,0,1,0,0,0
37,1031,414,4.0924,188400,4.990338164,1.048309179,0,1,0,0,0
36,823,273,4.5648,193700,4.864468864,1.051282051,0,1,0,0,0
42,884,334,2.2304,203800,4.664670659,0.964071856,0,1,0,0,0
33,1166,472,4.2344,262500,4.930084746,1.014830508,0,1,0,0,0
34,1350,535,3.7049,227500,5.36635514,1.085981308,0,1,0,0,0
35,1161,421,5.3028,229200,6.026128266,0.992874109,0,1,0,0,0
38,1141,379,4.2865,221100,5.757255937,1.079155673,0,1,0,0,0
18,2047,909,4.1304,229100,4.674367437,1.02640264,0,1,0,0,0
35,1158,445,5.0796,228300,6.112359551,1.101123596,0,1,0,0,0
26,1142,470,4,224700,4.587234043,1.082978723,0,1,0,0,0
19,2490,1222,2.6437,195000,3.531096563,1.06710311,0,1,0,0,0
37,1082,354,4.9102,207200,5.070621469,0.97740113,0,1,0,0,0
26,1998,603,2.8701,191100,3.683250415,1.097844113,0,1,0,0,0
21,1624,628,3.6905,179800,4.058917197,1.036624204,0,1,0,0,0
18,3161,1280,3.1106,170600,4.5796875,0.33984375,0,1,0,0,0
31,1494,415,3.5313,211800,4.730120482,1.012048193,0,1,0,0,0
42,464,163,2.9511,203900,5.404907975,1.042944785,0,1,0,0,0
37,763,284,3.8516,206900,5.492957746,0.968309859,0,1,0,0,0
37,1039,343,4.8295,212100,5.516034985,1.011661808,0,1,0,0,0
32,1961,633,2.625,192300,4.135860979,1.093206951,0,1,0,0,0
34,1168,427,4.2143,245400,5.402810304,0.908665105,0,1,0,0,0
26,2118,778,4.2083,240300,5.366323907,1.137532134,0,1,0,0,0
36,891,286,4.175,190900,5.398601399,1.076923077,0,1,0,0,0
35,1431,403,4.0789,196700,5.640198511,1.079404467,0,1,0,0,0
